Order ID,Category,Sub Category,Sales,Discount,Profit,PaymentMode
OD7925,Fruits & Veggies,Fresh Vegetables,1448,0.19,492.32,UPI
OD7926,Snacks,Cookies,1693,0.27,440.18,UPI
OD7927,Food Grains,Atta & Flour,1368,0.28,574.56,UPI
OD7928,Snacks,Cookies,2499,0.14,224.91,UPI
OD7929,"Eggs, Meat & Fish",Fish,1703,0.28,698.23,UPI
OD7930,Fruits & Veggies,Organic Vegetables,2008,0.13,883.52,UPI
OD7931,"Eggs, Meat & Fish",Mutton,727,0.17,43.62,UPI
OD7932,Oil & Masala,Edible Oil & Ghee,501,0.14,200.4,UPI
OD7933,"Eggs, Meat & Fish",Eggs,718,0.27,244.12,UPI
OD7934,Snacks,Noodles,610,0.26,122,UPI
OD7935,"Eggs, Meat & Fish",Mutton,1375,0.21,247.5,UPI
OD7936,Oil & Masala,Masalas,2078,0.15,228.58,UPI
OD7937,Oil & Masala,Masalas,2157,0.31,172.56,UPI
OD7938,"Eggs, Meat & Fish",Fish,2056,0.12,719.6,UPI
OD7939,Food Grains,Dals & Pulses,1750,0.34,577.5,UPI
OD7940,Fruits & Veggies,Organic Vegetables,2344,0.22,398.48,UPI
OD7941,Snacks,Cookies,1477,0.21,561.26,UPI
OD7942,Beverages,Soft Drinks,830,0.22,298.8,UPI
OD7943,Fruits & Veggies,Fresh Vegetables,1440,0.26,144,UPI
OD7944,Food Grains,Atta & Flour,1252,0.13,187.8,UPI
OD7945,Fruits & Veggies,Fresh Vegetables,702,0.35,224.64,UPI
OD7946,Bakery,Breads & Buns,711,0.18,56.88,UPI
OD7947,Snacks,Chocolates,1055,0.31,126.6,UPI
OD7948,Snacks,Noodles,1357,0.32,583.51,UPI
OD7949,Fruits & Veggies,Fresh Vegetables,1993,0.13,757.34,UPI
OD7950,Oil & Masala,Edible Oil & Ghee,1586,0.22,491.66,UPI
OD7951,Beverages,Health Drinks,1331,0.18,439.23,UPI
OD7952,Food Grains,Atta & Flour,1406,0.14,365.56,UPI
OD7953,Bakery,Cakes,2204,0.32,220.4,UPI
OD7954,Snacks,Chocolates,1109,0.11,310.52,UPI
OD7955,Beverages,Soft Drinks,2147,0.12,364.99,UPI
OD7956,Bakery,Breads & Buns,1825,0.21,766.5,UPI
OD7957,Food Grains,Rice,1541,0.14,678.04,UPI
OD7958,Beverages,Health Drinks,1276,0.31,484.88,UPI
OD7959,Oil & Masala,Masalas,1109,0.2,476.87,UPI
OD7960,Food Grains,Rice,1127,0.23,78.89,UPI
OD7961,"Eggs, Meat & Fish",Chicken,2406,0.18,336.84,UPI
OD7962,Snacks,Cookies,1131,0.28,395.85,UPI
OD7963,Fruits & Veggies,Fresh Vegetables,1475,0.34,236,UPI
OD7964,Beverages,Soft Drinks,2233,0.19,870.87,UPI
OD7965,Oil & Masala,Edible Oil & Ghee,2459,0.34,319.67,UPI
OD7966,"Eggs, Meat & Fish",Chicken,1616,0.15,614.08,UPI
OD7967,Fruits & Veggies,Organic Fruits,912,0.15,100.32,UPI
OD7968,"Eggs, Meat & Fish",Eggs,751,0.24,112.65,UPI
OD7969,Bakery,Cakes,1229,0.14,368.7,UPI
OD7970,Fruits & Veggies,Fresh Vegetables,902,0.33,198.44,UPI
OD7971,Snacks,Cookies,1611,0.16,128.88,UPI
OD7972,Snacks,Noodles,1637,0.23,491.1,UPI
OD7973,Fruits & Veggies,Organic Vegetables,1531,0.31,505.23,UPI
OD7974,Food Grains,Dals & Pulses,1486,0.35,520.1,UPI
OD7975,Food Grains,Rice,837,0.34,150.66,UPI
OD7976,"Eggs, Meat & Fish",Chicken,1648,0.18,181.28,UPI
OD7977,Food Grains,Rice,2105,0.13,842,UPI
OD7978,Fruits & Veggies,Organic Vegetables,810,0.33,48.6,UPI
OD7979,"Eggs, Meat & Fish",Fish,1976,0.26,790.4,UPI
OD7980,Food Grains,Dals & Pulses,2156,0.23,258.72,UPI
OD7981,Fruits & Veggies,Fresh Fruits,1662,0.34,565.08,UPI
OD7982,Oil & Masala,Edible Oil & Ghee,877,0.25,298.18,UPI
OD7983,"Eggs, Meat & Fish",Eggs,517,0.11,67.21,UPI
OD7984,Beverages,Soft Drinks,1482,0.15,592.8,UPI
OD7985,Fruits & Veggies,Fresh Fruits,2331,0.16,116.55,UPI
OD7986,Food Grains,Atta & Flour,1739,0.3,156.51,UPI
OD7987,Fruits & Veggies,Fresh Vegetables,1433,0.11,458.56,UPI
OD7988,Snacks,Noodles,552,0.34,204.24,UPI
OD7989,"Eggs, Meat & Fish",Chicken,1570,0.21,549.5,UPI
OD7990,Beverages,Soft Drinks,556,0.33,127.88,UPI
OD7991,Snacks,Chocolates,1130,0.19,237.3,UPI
OD7992,Food Grains,Organic Staples,757,0.24,136.26,UPI
OD7993,Beverages,Soft Drinks,2068,0.32,827.2,UPI
OD7994,Oil & Masala,Edible Oil & Ghee,1116,0.27,89.28,UPI
OD7995,Fruits & Veggies,Fresh Fruits,1922,0.31,480.5,UPI
OD7996,Bakery,Biscuits,809,0.13,186.07,UPI
OD7997,Food Grains,Rice,1976,0.19,731.12,UPI
OD7998,Beverages,Soft Drinks,1075,0.29,311.75,UPI
OD7999,Beverages,Health Drinks,2314,0.11,439.66,UPI
OD8000,Bakery,Breads & Buns,1466,0.21,483.78,UPI
OD8001,Fruits & Veggies,Fresh Fruits,1492,0.26,119.36,UPI
OD8002,Oil & Masala,Spices,1169,0.28,479.29,UPI
OD8003,Beverages,Soft Drinks,2015,0.27,604.5,UPI
OD8004,"Eggs, Meat & Fish",Fish,1213,0.24,84.91,UPI
OD8005,Beverages,Soft Drinks,800,0.35,184,UPI
OD8006,Snacks,Chocolates,1846,0.2,498.42,UPI
OD8007,Food Grains,Organic Staples,1412,0.22,254.16,UPI
OD8008,Food Grains,Dals & Pulses,1298,0.13,506.22,UPI
OD8009,Bakery,Breads & Buns,1748,0.3,751.64,UPI
OD8010,Oil & Masala,Edible Oil & Ghee,1001,0.2,450.45,UPI
OD8011,"Eggs, Meat & Fish",Eggs,2292,0.21,985.56,UPI
OD8012,Fruits & Veggies,Fresh Vegetables,1562,0.14,109.34,UPI
OD8013,Food Grains,Organic Staples,833,0.13,99.96,UPI
OD8014,Snacks,Chocolates,545,0.28,70.85,UPI
OD8015,"Eggs, Meat & Fish",Mutton,1751,0.16,787.95,UPI
OD8016,"Eggs, Meat & Fish",Eggs,647,0.27,226.45,UPI
OD8017,Beverages,Soft Drinks,1476,0.11,265.68,UPI
OD8018,Oil & Masala,Masalas,1102,0.26,198.36,UPI
OD8019,Snacks,Cookies,1844,0.19,331.92,UPI
OD8020,"Eggs, Meat & Fish",Fish,1975,0.32,869,UPI
OD8021,Fruits & Veggies,Fresh Fruits,1376,0.15,509.12,UPI
OD8022,Bakery,Biscuits,2458,0.23,147.48,UPI
OD8023,Food Grains,Atta & Flour,1396,0.13,307.12,UPI
OD8024,Oil & Masala,Masalas,1400,0.34,336,UPI
OD8025,Bakery,Biscuits,1777,0.2,799.65,UPI
OD8026,Fruits & Veggies,Fresh Vegetables,1863,0.16,689.31,UPI
OD8027,Bakery,Breads & Buns,1302,0.35,403.62,UPI
OD8028,Bakery,Biscuits,2285,0.23,251.35,UPI
OD8029,Fruits & Veggies,Fresh Fruits,1660,0.17,730.4,UPI
OD8030,Bakery,Cakes,2128,0.21,744.8,UPI
OD8031,"Eggs, Meat & Fish",Fish,1660,0.25,99.6,UPI
OD8032,Snacks,Noodles,2293,0.19,160.51,UPI
OD8033,Beverages,Soft Drinks,1698,0.32,441.48,UPI
OD8034,"Eggs, Meat & Fish",Mutton,2203,0.3,176.24,UPI
OD8035,Food Grains,Dals & Pulses,1716,0.3,154.44,UPI
OD8036,Food Grains,Dals & Pulses,2495,0.26,548.9,UPI
OD8037,Snacks,Noodles,1440,0.3,633.6,UPI
OD8038,Beverages,Soft Drinks,1075,0.27,182.75,UPI
OD8039,Food Grains,Organic Staples,2417,0.34,217.53,UPI
OD8040,Snacks,Noodles,813,0.27,300.81,UPI
OD8041,Bakery,Cakes,1735,0.14,381.7,UPI
OD8042,Oil & Masala,Spices,1252,0.27,363.08,UPI
OD8043,Beverages,Health Drinks,900,0.35,297,UPI
OD8044,Beverages,Soft Drinks,806,0.1,177.32,UPI
OD8045,Bakery,Biscuits,606,0.33,193.92,UPI
OD8046,"Eggs, Meat & Fish",Chicken,1132,0.25,56.6,UPI
OD8047,Fruits & Veggies,Fresh Fruits,2141,0.24,256.92,UPI
OD8048,Snacks,Cookies,1168,0.24,140.16,UPI
OD8049,Food Grains,Dals & Pulses,1691,0.28,388.93,UPI
OD8050,"Eggs, Meat & Fish",Fish,1979,0.21,356.22,UPI
OD8051,Oil & Masala,Spices,1920,0.28,633.6,UPI
OD8052,Food Grains,Organic Staples,1805,0.35,649.8,UPI
OD8053,Beverages,Soft Drinks,1765,0.13,353,UPI
OD8054,"Eggs, Meat & Fish",Chicken,745,0.35,111.75,UPI
OD8055,Bakery,Breads & Buns,1960,0.19,627.2,UPI
OD8056,"Eggs, Meat & Fish",Fish,2282,0.27,844.34,UPI
OD8057,Food Grains,Rice,1667,0.12,283.39,UPI
OD8058,Snacks,Noodles,1386,0.18,318.78,UPI
OD8059,Food Grains,Atta & Flour,1097,0.3,197.46,UPI
OD8060,Beverages,Health Drinks,697,0.11,202.13,UPI
OD8061,Fruits & Veggies,Organic Fruits,1943,0.33,796.63,UPI
OD8062,Beverages,Soft Drinks,1766,0.17,406.18,UPI
OD8063,Fruits & Veggies,Fresh Fruits,1344,0.27,268.8,UPI
OD8064,Beverages,Soft Drinks,2402,0.16,1056.88,UPI
OD8065,"Eggs, Meat & Fish",Mutton,730,0.19,131.4,UPI
OD8066,"Eggs, Meat & Fish",Fish,1906,0.19,648.04,UPI
OD8067,Food Grains,Dals & Pulses,2035,0.32,529.1,UPI
OD8068,Beverages,Soft Drinks,2269,0.12,726.08,UPI
OD8069,Food Grains,Organic Staples,1240,0.33,384.4,UPI
OD8070,Snacks,Cookies,1253,0.13,513.73,UPI
OD8071,Beverages,Health Drinks,691,0.35,124.38,UPI
OD8072,Food Grains,Rice,1489,0.3,282.91,UPI
OD8073,Beverages,Health Drinks,612,0.32,134.64,UPI
OD8074,Food Grains,Atta & Flour,2353,0.33,211.77,UPI
OD8075,"Eggs, Meat & Fish",Eggs,693,0.27,284.13,UPI
OD8076,Beverages,Soft Drinks,2267,0.27,974.81,UPI
OD8077,Oil & Masala,Edible Oil & Ghee,1382,0.31,69.1,UPI
OD8078,Snacks,Cookies,1333,0.14,559.86,UPI
OD8079,Snacks,Chocolates,2431,0.18,486.2,UPI
OD8080,Bakery,Biscuits,1370,0.31,260.3,UPI
OD8081,Fruits & Veggies,Fresh Vegetables,1043,0.28,114.73,UPI
OD8082,Fruits & Veggies,Organic Fruits,1808,0.34,470.08,UPI
OD8083,Snacks,Chocolates,1451,0.14,188.63,UPI
OD8084,Beverages,Health Drinks,838,0.26,217.88,UPI
OD8085,Food Grains,Atta & Flour,1617,0.25,501.27,UPI
OD8086,Food Grains,Dals & Pulses,855,0.24,128.25,UPI
OD8087,Oil & Masala,Spices,1813,0.25,108.78,UPI
OD8088,Snacks,Noodles,2135,0.23,469.7,UPI
OD8089,Oil & Masala,Masalas,1801,0.2,540.3,UPI
OD8090,Bakery,Cakes,1178,0.11,117.8,UPI
OD8091,Bakery,Cakes,905,0.35,280.55,UPI
OD8092,Food Grains,Rice,760,0.17,235.6,UPI
OD8093,"Eggs, Meat & Fish",Eggs,1485,0.26,430.65,UPI
OD8094,Oil & Masala,Edible Oil & Ghee,2077,0.12,311.55,UPI
OD8095,Food Grains,Rice,1238,0.28,309.5,UPI
OD8096,Beverages,Health Drinks,2359,0.1,495.39,UPI
OD8097,Beverages,Health Drinks,1194,0.19,465.66,UPI
OD8098,"Eggs, Meat & Fish",Chicken,1833,0.26,128.31,UPI
OD8099,"Eggs, Meat & Fish",Eggs,1109,0.21,99.81,UPI
OD8100,Fruits & Veggies,Organic Fruits,1682,0.32,504.6,UPI
OD8101,Snacks,Noodles,1101,0.3,429.39,UPI
OD8102,Oil & Masala,Spices,881,0.13,299.54,UPI
OD8103,Snacks,Noodles,1150,0.25,195.5,UPI
OD8104,Oil & Masala,Edible Oil & Ghee,1398,0.25,321.54,UPI
OD8105,Food Grains,Atta & Flour,1127,0.33,293.02,UPI
OD8106,Snacks,Cookies,1701,0.19,663.39,UPI
OD8107,Snacks,Cookies,2104,0.28,946.8,UPI
OD8108,Oil & Masala,Edible Oil & Ghee,1123,0.3,449.2,UPI
OD8109,Bakery,Cakes,1239,0.26,346.92,UPI
OD8110,Bakery,Biscuits,1952,0.18,468.48,UPI
OD8111,Beverages,Health Drinks,839,0.32,218.14,UPI
OD8112,Food Grains,Rice,1792,0.22,627.2,UPI
OD8113,Bakery,Biscuits,591,0.29,189.12,UPI
OD8114,Oil & Masala,Masalas,2390,0.23,501.9,UPI
OD8115,"Eggs, Meat & Fish",Chicken,2466,0.3,369.9,UPI
OD8116,Fruits & Veggies,Fresh Vegetables,1608,0.13,498.48,UPI
OD8117,"Eggs, Meat & Fish",Fish,793,0.1,174.46,UPI
OD8118,Snacks,Noodles,884,0.28,176.8,UPI
OD8119,Oil & Masala,Masalas,1453,0.26,406.84,UPI
OD8120,"Eggs, Meat & Fish",Chicken,650,0.13,273,UPI
OD8121,Fruits & Veggies,Organic Fruits,1072,0.19,343.04,UPI
OD8122,Food Grains,Organic Staples,1471,0.32,161.81,UPI
OD8123,Bakery,Biscuits,1434,0.2,114.72,UPI
OD8124,Beverages,Soft Drinks,2254,0.27,991.76,UPI
OD8125,Beverages,Soft Drinks,1533,0.31,444.57,UPI
OD8126,Oil & Masala,Spices,2363,0.24,189.04,UPI
OD8127,Fruits & Veggies,Fresh Vegetables,566,0.25,39.62,UPI
OD8128,Oil & Masala,Edible Oil & Ghee,1418,0.24,241.06,UPI
OD8129,"Eggs, Meat & Fish",Eggs,1685,0.17,168.5,UPI
OD8130,Snacks,Cookies,683,0.21,54.64,UPI
OD8131,Oil & Masala,Masalas,1614,0.17,645.6,UPI
OD8132,Food Grains,Rice,1880,0.32,752,UPI
OD8133,Bakery,Biscuits,1622,0.2,502.82,UPI
OD8134,Food Grains,Organic Staples,2422,0.13,1041.46,UPI
OD8135,Bakery,Biscuits,2452,0.18,1103.4,UPI
OD8136,Fruits & Veggies,Organic Vegetables,929,0.15,213.67,UPI
OD8137,Fruits & Veggies,Fresh Fruits,1552,0.29,496.64,UPI
OD8138,Food Grains,Organic Staples,2460,0.22,393.6,UPI
OD8139,Beverages,Health Drinks,2389,0.26,597.25,UPI
OD8140,Food Grains,Organic Staples,2369,0.35,307.97,UPI
OD8141,Snacks,Cookies,719,0.21,179.75,UPI
OD8142,Snacks,Noodles,1046,0.18,449.78,UPI
OD8143,"Eggs, Meat & Fish",Eggs,863,0.26,43.15,UPI
OD8144,Snacks,Noodles,668,0.22,173.68,UPI
OD8145,Beverages,Soft Drinks,1569,0.32,298.11,UPI
OD8146,Fruits & Veggies,Organic Fruits,1081,0.27,237.82,UPI
OD8147,Oil & Masala,Spices,993,0.29,436.92,UPI
OD8148,"Eggs, Meat & Fish",Eggs,2406,0.15,914.28,UPI
OD8149,Oil & Masala,Masalas,527,0.22,152.83,UPI
OD8150,"Eggs, Meat & Fish",Fish,2203,0.32,374.51,UPI
OD8151,Fruits & Veggies,Fresh Vegetables,1241,0.19,359.89,UPI
OD8152,Food Grains,Rice,1028,0.14,370.08,UPI
OD8153,Oil & Masala,Masalas,1613,0.12,338.73,UPI
OD8154,Beverages,Health Drinks,1978,0.2,375.82,UPI
OD8155,Fruits & Veggies,Organic Fruits,1105,0.21,320.45,UPI
OD8156,"Eggs, Meat & Fish",Mutton,1068,0.27,128.16,UPI
OD8157,Fruits & Veggies,Organic Fruits,557,0.14,150.39,UPI
OD8158,Beverages,Soft Drinks,1562,0.12,140.58,UPI
OD8159,Bakery,Cakes,2496,0.12,673.92,UPI
OD8160,Fruits & Veggies,Organic Vegetables,509,0.2,50.9,UPI
OD8161,Food Grains,Dals & Pulses,1271,0.26,521.11,UPI
OD8162,Oil & Masala,Spices,2434,0.23,316.42,UPI
OD8163,Fruits & Veggies,Organic Vegetables,1567,0.25,548.45,UPI
OD8164,"Eggs, Meat & Fish",Chicken,517,0.24,56.87,UPI
OD8165,Food Grains,Organic Staples,1644,0.29,476.76,UPI
OD8166,Oil & Masala,Spices,766,0.25,283.42,UPI
OD8167,Fruits & Veggies,Fresh Fruits,913,0.12,54.78,UPI
OD8168,Bakery,Cakes,1076,0.17,279.76,UPI
OD8169,Food Grains,Rice,721,0.23,165.83,UPI
OD8170,Bakery,Cakes,1148,0.3,459.2,UPI
OD8171,Beverages,Soft Drinks,1126,0.22,349.06,UPI
OD8172,Oil & Masala,Spices,1747,0.26,157.23,UPI
OD8173,Snacks,Cookies,545,0.15,49.05,UPI
OD8174,Oil & Masala,Masalas,1643,0.13,673.63,UPI
OD8175,Beverages,Soft Drinks,1117,0.17,502.65,UPI
OD8176,Oil & Masala,Edible Oil & Ghee,2114,0.35,591.92,UPI
OD8177,Snacks,Noodles,1541,0.14,493.12,UPI
OD8178,Fruits & Veggies,Organic Fruits,1707,0.34,597.45,UPI
OD8179,Oil & Masala,Edible Oil & Ghee,1754,0.21,491.12,UPI
OD8180,Snacks,Chocolates,613,0.35,30.65,UPI
OD8181,Bakery,Biscuits,1634,0.1,147.06,UPI
OD8182,Oil & Masala,Masalas,1852,0.25,129.64,UPI
OD8183,Food Grains,Atta & Flour,1550,0.11,186,UPI
OD8184,Beverages,Health Drinks,1237,0.31,470.06,UPI
OD8185,Snacks,Noodles,621,0.1,124.2,UPI
OD8186,Beverages,Health Drinks,606,0.24,121.2,UPI
OD8187,"Eggs, Meat & Fish",Fish,2474,0.28,1039.08,UPI
OD8188,Fruits & Veggies,Organic Fruits,1603,0.11,625.17,UPI
OD8189,Beverages,Health Drinks,2471,0.14,444.78,UPI
OD8190,Oil & Masala,Masalas,1107,0.12,88.56,UPI
OD8191,Food Grains,Atta & Flour,1495,0.13,313.95,UPI
OD8192,Oil & Masala,Spices,1869,0.26,579.39,UPI
OD8193,"Eggs, Meat & Fish",Eggs,1716,0.34,308.88,UPI
OD8194,Fruits & Veggies,Organic Fruits,795,0.22,39.75,UPI
OD8195,Food Grains,Dals & Pulses,2400,0.29,792,UPI
OD8196,"Eggs, Meat & Fish",Fish,2110,0.29,675.2,UPI
OD8197,Fruits & Veggies,Fresh Vegetables,1565,0.35,187.8,UPI
OD8198,Oil & Masala,Spices,775,0.12,224.75,UPI
OD8199,Snacks,Noodles,2227,0.35,556.75,UPI
OD8200,Fruits & Veggies,Fresh Vegetables,2480,0.3,744,UPI
OD8201,Food Grains,Rice,1604,0.2,673.68,UPI
OD8202,Fruits & Veggies,Organic Vegetables,1152,0.25,414.72,UPI
OD8203,Fruits & Veggies,Fresh Fruits,1556,0.22,466.8,UPI
OD8204,"Eggs, Meat & Fish",Eggs,1634,0.17,81.7,UPI
OD8205,Beverages,Soft Drinks,1605,0.13,272.85,UPI
OD8206,Fruits & Veggies,Fresh Fruits,1915,0.31,383,UPI
OD8207,"Eggs, Meat & Fish",Eggs,2476,0.17,693.28,UPI
OD8208,Bakery,Breads & Buns,2468,0.18,271.48,UPI
OD8209,Bakery,Cakes,1017,0.32,447.48,UPI
OD8210,Beverages,Soft Drinks,1940,0.33,659.6,UPI
OD8211,Food Grains,Rice,692,0.31,235.28,UPI
OD8212,Food Grains,Dals & Pulses,859,0.1,266.29,UPI
OD8213,Bakery,Biscuits,951,0.16,114.12,UPI
OD8214,"Eggs, Meat & Fish",Mutton,871,0.21,113.23,UPI
OD8215,Fruits & Veggies,Organic Fruits,2435,0.22,681.8,UPI
OD8216,Beverages,Soft Drinks,1277,0.14,204.32,UPI
OD8217,"Eggs, Meat & Fish",Chicken,605,0.19,242,UPI
OD8218,Fruits & Veggies,Fresh Fruits,2032,0.18,223.52,UPI
OD8219,Beverages,Soft Drinks,2478,0.27,619.5,UPI
OD8220,Food Grains,Dals & Pulses,901,0.32,252.28,UPI
OD8221,Fruits & Veggies,Organic Fruits,1811,0.21,760.62,UPI
OD8222,Snacks,Noodles,2155,0.14,581.85,UPI
OD8223,Fruits & Veggies,Organic Vegetables,2446,0.2,587.04,UPI
OD8224,Bakery,Cakes,582,0.14,46.56,UPI
OD8225,Food Grains,Dals & Pulses,2422,0.19,1041.46,UPI
OD8226,"Eggs, Meat & Fish",Chicken,998,0.28,209.58,UPI
OD8227,Bakery,Cakes,984,0.13,403.44,UPI
OD8228,Beverages,Health Drinks,964,0.25,424.16,UPI
OD8229,Food Grains,Rice,1307,0.2,548.94,UPI
OD8230,Snacks,Cookies,1009,0.18,70.63,UPI
OD8231,Oil & Masala,Spices,2220,0.11,310.8,UPI
OD8232,Snacks,Cookies,813,0.12,130.08,UPI
OD8233,Bakery,Breads & Buns,973,0.15,243.25,UPI
OD8234,"Eggs, Meat & Fish",Chicken,1836,0.29,201.96,UPI
OD8235,Snacks,Chocolates,983,0.22,403.03,UPI
OD8236,"Eggs, Meat & Fish",Fish,2317,0.13,949.97,UPI
OD8237,Food Grains,Rice,981,0.18,176.58,UPI
OD8238,"Eggs, Meat & Fish",Mutton,889,0.21,293.37,UPI
OD8239,Oil & Masala,Edible Oil & Ghee,1772,0.22,708.8,UPI
OD8240,Fruits & Veggies,Fresh Vegetables,2299,0.22,988.57,UPI
OD8241,"Eggs, Meat & Fish",Mutton,2215,0.17,841.7,UPI
OD8242,Oil & Masala,Masalas,1569,0.31,329.49,UPI
OD8243,Fruits & Veggies,Fresh Vegetables,2022,0.3,181.98,UPI
OD8244,Beverages,Soft Drinks,506,0.18,65.78,UPI
OD8245,Fruits & Veggies,Organic Vegetables,2174,0.31,934.82,UPI
OD8246,"Eggs, Meat & Fish",Chicken,1520,0.33,684,UPI
OD8247,Fruits & Veggies,Fresh Fruits,1557,0.15,513.81,UPI
OD8248,Bakery,Breads & Buns,1650,0.29,643.5,UPI
OD8249,Bakery,Breads & Buns,2156,0.2,754.6,UPI
OD8250,Bakery,Cakes,2500,0.13,225,UPI
OD8251,"Eggs, Meat & Fish",Mutton,1719,0.22,653.22,UPI
OD8252,Snacks,Noodles,1192,0.13,202.64,UPI
OD8253,Beverages,Health Drinks,2412,0.3,675.36,UPI
OD8254,Food Grains,Dals & Pulses,1784,0.1,588.72,UPI
OD8255,Beverages,Soft Drinks,1721,0.32,206.52,UPI
OD8256,Snacks,Noodles,2150,0.17,602,UPI
OD8257,Snacks,Chocolates,508,0.2,45.72,UPI
OD8258,Snacks,Cookies,1291,0.34,516.4,UPI
OD8259,Bakery,Breads & Buns,2189,0.15,350.24,UPI
OD8260,Snacks,Chocolates,2025,0.25,830.25,UPI
OD8261,Snacks,Chocolates,1693,0.28,457.11,UPI
OD8262,Snacks,Noodles,1301,0.17,312.24,UPI
OD8263,"Eggs, Meat & Fish",Chicken,1319,0.25,197.85,UPI
OD8264,Snacks,Cookies,1551,0.15,573.87,UPI
OD8265,Fruits & Veggies,Organic Fruits,551,0.18,165.3,UPI
OD8266,Snacks,Cookies,1814,0.16,253.96,UPI
OD8267,Fruits & Veggies,Organic Vegetables,1336,0.15,561.12,UPI
OD8268,Bakery,Breads & Buns,1065,0.18,287.55,UPI
OD8269,Snacks,Chocolates,525,0.27,215.25,UPI
OD8270,Snacks,Chocolates,2437,0.2,804.21,UPI
OD8271,Fruits & Veggies,Organic Fruits,2218,0.27,931.56,UPI
OD8272,Bakery,Cakes,1944,0.22,505.44,UPI
OD8273,"Eggs, Meat & Fish",Fish,865,0.26,380.6,UPI
OD8274,Food Grains,Dals & Pulses,531,0.23,31.86,UPI
OD8275,"Eggs, Meat & Fish",Mutton,2013,0.17,442.86,UPI
OD8276,Bakery,Biscuits,1656,0.14,579.6,UPI
OD8277,"Eggs, Meat & Fish",Eggs,2209,0.1,706.88,UPI
OD8278,"Eggs, Meat & Fish",Fish,690,0.2,172.5,UPI
OD8279,Oil & Masala,Spices,1492,0.17,149.2,UPI
OD8280,Oil & Masala,Masalas,868,0.21,260.4,UPI
OD8281,Beverages,Health Drinks,671,0.25,201.3,UPI
OD8282,Beverages,Soft Drinks,521,0.24,182.35,UPI
OD8283,Fruits & Veggies,Fresh Fruits,1715,0.25,343,UPI
OD8284,"Eggs, Meat & Fish",Chicken,1189,0.22,475.6,UPI
OD8285,Oil & Masala,Spices,1068,0.14,85.44,UPI
OD8286,Snacks,Noodles,835,0.2,334,UPI
OD8287,Fruits & Veggies,Fresh Fruits,2259,0.11,971.37,UPI
OD8288,Snacks,Cookies,731,0.32,321.64,UPI
OD8289,Fruits & Veggies,Organic Fruits,1900,0.23,437,UPI
OD8290,Fruits & Veggies,Organic Vegetables,1056,0.13,411.84,UPI
OD8291,Fruits & Veggies,Fresh Fruits,1449,0.33,101.43,UPI
OD8292,Bakery,Breads & Buns,2493,0.19,1022.13,UPI
OD8293,"Eggs, Meat & Fish",Fish,667,0.25,193.43,UPI
OD8294,Fruits & Veggies,Fresh Fruits,1500,0.35,360,UPI
OD8295,Oil & Masala,Spices,1259,0.17,239.21,UPI
OD8296,Oil & Masala,Spices,2331,0.25,815.85,UPI
OD8297,"Eggs, Meat & Fish",Chicken,764,0.29,183.36,UPI
OD8298,Bakery,Cakes,1275,0.3,522.75,UPI
OD8299,Food Grains,Organic Staples,2493,0.16,349.02,UPI
OD8300,Snacks,Cookies,1519,0.13,592.41,UPI
OD8301,Food Grains,Dals & Pulses,1253,0.13,451.08,UPI
OD8302,Oil & Masala,Masalas,1272,0.18,508.8,UPI
OD8303,Beverages,Health Drinks,2444,0.13,586.56,UPI
OD8304,Bakery,Breads & Buns,1174,0.11,457.86,UPI
OD8305,Bakery,Biscuits,1738,0.24,173.8,UPI
OD8306,Beverages,Health Drinks,1525,0.12,198.25,UPI
OD8307,Oil & Masala,Masalas,1647,0.1,197.64,UPI
OD8308,Beverages,Soft Drinks,1366,0.15,368.82,UPI
OD8309,"Eggs, Meat & Fish",Fish,1015,0.15,436.45,UPI
OD8310,Fruits & Veggies,Organic Vegetables,2182,0.31,414.58,UPI
OD8311,Fruits & Veggies,Organic Vegetables,2092,0.25,732.2,UPI
OD8312,Snacks,Chocolates,1730,0.31,86.5,UPI
OD8313,Bakery,Cakes,1323,0.19,343.98,UPI
OD8314,Fruits & Veggies,Organic Fruits,2150,0.25,903,UPI
OD8315,"Eggs, Meat & Fish",Mutton,2226,0.14,779.1,UPI
OD8316,Bakery,Biscuits,1276,0.27,242.44,UPI
OD8317,Food Grains,Atta & Flour,1851,0.1,148.08,UPI
OD8318,Food Grains,Organic Staples,1647,0.13,214.11,UPI
OD8319,Snacks,Chocolates,1215,0.21,437.4,UPI
OD8320,"Eggs, Meat & Fish",Mutton,1749,0.1,682.11,UPI
OD8321,Food Grains,Atta & Flour,2065,0.2,805.35,UPI
OD8322,Snacks,Cookies,1514,0.19,181.68,UPI
OD8323,Fruits & Veggies,Organic Vegetables,1199,0.35,515.57,UPI
OD8324,"Eggs, Meat & Fish",Chicken,1586,0.11,570.96,UPI
OD8325,"Eggs, Meat & Fish",Mutton,660,0.18,118.8,UPI
OD8326,Snacks,Cookies,1113,0.31,422.94,UPI
OD8327,Snacks,Chocolates,1246,0.18,373.8,UPI
OD8328,Beverages,Health Drinks,700,0.29,217,UPI
OD8329,Fruits & Veggies,Fresh Vegetables,719,0.17,244.46,UPI
OD8330,Fruits & Veggies,Organic Fruits,1546,0.35,401.96,UPI
OD8331,Fruits & Veggies,Fresh Vegetables,1309,0.34,65.45,UPI
OD8332,Bakery,Breads & Buns,1349,0.34,310.27,UPI
OD8333,Fruits & Veggies,Fresh Vegetables,1150,0.3,299,UPI
